GeneSymbol,GeneID,DiseaseName,DiseaseID
MIR487B,664616,Lung Neoplasms,MESH:D008175
MIR487B,664616,"Neoplasms, Experimental",MESH:D009374
MIR487B,664616,"Thyroid Cancer, Papillary",MESH:D000077273
MIR488,574441,Cocaine-Related Disorders,MESH:D019970
MIR489,574442,Breast Neoplasms,MESH:D001943
MIR490,574443,Pulmonary Fibrosis,MESH:D011658
MIR493,574450,Myocardial Reperfusion Injury,MESH:D015428
MIR493,574450,"Thyroid Cancer, Papillary",MESH:D000077273
MIR494,574452,Carcinoid Tumor,MESH:D002276
MIR494,574452,Heart Failure,MESH:D006333
MIR494,574452,Lung Neoplasms,MESH:D008175
MIR494,574452,"Thyroid Cancer, Papillary",MESH:D000077273
MIR495,574453,"Neoplasms, Experimental",MESH:D009374
MIR495,574453,"Thyroid Cancer, Papillary",MESH:D000077273
MIR496,574454,"Thyroid Cancer, Papillary",MESH:D000077273
MIR497,574456,"Adenocarcinoma, Bronchiolo-Alveolar",MESH:D002282
MIR497,574456,Adenoma,MESH:D000236
MIR497,574456,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR497,574456,Diabetic Neuropathies,MESH:D003929
MIR497,574456,Neoplasm Invasiveness,MESH:D009361
MIR497,574456,"Neoplasms, Experimental",MESH:D009374
MIR497,574456,Thyroid Neoplasms,MESH:D013964
MIR499A,574501,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR500,723974,Adenoma,MESH:D000236
MIR500,723974,Cocaine-Related Disorders,MESH:D019970
MIR500,723974,Myocardial Reperfusion Injury,MESH:D015428
MIR501,574503,Uterine Cervical Neoplasms,MESH:D002583
MIR503,574506,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR503,574506,Fatty Liver,MESH:D005234
MIR503,574506,Liver Cirrhosis,MESH:D008103
MIR503,574506,Myocardial Reperfusion Injury,MESH:D015428
MIR503,574506,Neoplasm Metastasis,MESH:D009362
MIR505,574508,Alzheimer Disease,MESH:D000544
MIR505,574508,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR505,574508,"Liver Neoplasms, Experimental",MESH:D008114
MIR506,574511,Azoospermia,MESH:D053713
MIR506,574511,Breast Neoplasms,MESH:D001943
MIR506,574511,"Neoplasms, Experimental",MESH:D009374
MIR5099,100628578,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR511,574445,Carcinoid Tumor,MESH:D002276
MIR511,574445,Lung Neoplasms,MESH:D008175
MIR5112,100628586,Adenoma,MESH:D000236
MIR5189,100847057,Heart Failure,MESH:D006333
MIR5196,100847070,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR519C,574466,Neoplasm Metastasis,MESH:D009362
MIR520B,574473,"Carcinoma, Hepatocellular",MESH:D006528
MIR532,693124,"Carcinoma, Transitional Cell",MESH:D002295
MIR532,693124,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR532,693124,"Diabetes Mellitus, Type 2",MESH:D003924
MIR532,693124,"Hearing Loss, Noise-Induced",MESH:D006317
MIR532,693124,Heart Failure,MESH:D006333
MIR532,693124,"Liver Cirrhosis, Alcoholic",MESH:D008104
MIR532,693124,Myocardial Reperfusion Injury,MESH:D015428
MIR532,693124,Neoplasm Invasiveness,MESH:D009361
MIR532,693124,Neoplasm Metastasis,MESH:D009362
MIR532,693124,Pancreatitis,MESH:D010195
MIR532,693124,Urinary Bladder Neoplasms,MESH:D001749
MIR539,664612,"Carcinoma, Hepatocellular",MESH:D006528
MIR539,664612,"Liver Neoplasms, Experimental",MESH:D008114
MIR539,664612,"Thyroid Cancer, Papillary",MESH:D000077273
MIR542,664617,Fatty Liver,MESH:D005234
MIR542,664617,Myocardial Reperfusion Injury,MESH:D015428
MIR543,100126335,Neoplasm Invasiveness,MESH:D009361
MIR543,100126335,"Thyroid Cancer, Papillary",MESH:D000077273
MIR543,100126335,Uterine Cervical Neoplasms,MESH:D002583
MIR544,100124450,Cocaine-Related Disorders,MESH:D019970
MIR548B,693128,Pancreatitis,MESH:D010195
MIR5588,100847054,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR564,693149,Neoplasm Metastasis,MESH:D009362
MIR574,693159,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR574,693159,Heart Failure,MESH:D006333
MIR5787,102464817,Heart Failure,MESH:D006333
MIR582,693167,Myocardial Reperfusion Injury,MESH:D015428
MIR589,693174,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR589,693174,"Liver Cirrhosis, Alcoholic",MESH:D008104
MIR590,693175,Heart Failure,MESH:D006333
MIR592,693177,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR595,693180,Neoplasm Metastasis,MESH:D009362
MIR598,693183,"Liver Neoplasms, Experimental",MESH:D008114
MIR598,693183,Myocardial Reperfusion Injury,MESH:D015428
MIR607,693192,Lung Neoplasms,MESH:D008175
MIR607,693192,Neoplasm Invasiveness,MESH:D009361
MIR609,693194,Pancreatitis,MESH:D010195
MIR6125,102465133,Heart Failure,MESH:D006333
MIR6132,102466616,Heart Failure,MESH:D006333
MIR615,693200,"Carcinoma, Hepatocellular",MESH:D006528
MIR6240,102466620,Pulmonary Fibrosis,MESH:D011658
MIR625,693210,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
MIR625,693210,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR627,693212,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR628,693213,"Diabetes Mellitus, Type 2",MESH:D003924
MIR629,693214,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR629,693214,"Liver Cirrhosis, Alcoholic",MESH:D008104
MIR637,693222,"Carcinoma, Hepatocellular",MESH:D006528
MIR638,693223,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
MIR638,693223,"Cell Transformation, Neoplastic",MESH:D002471
MIR638,693223,Neoplasm Metastasis,MESH:D009362
MIR642A,693227,Heart Failure,MESH:D006333
MIR6500,102466656,Atrial Fibrillation,MESH:D001281
MIR651,723779,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR652,724022,"Liver Neoplasms, Experimental",MESH:D008114
MIR652,724022,Precancerous Conditions,MESH:D011230
MIR654,724024,"Cell Transformation, Neoplastic",MESH:D002471
MIR654,724024,"Neoplasms, Experimental",MESH:D009374
MIR654,724024,"Thyroid Cancer, Papillary",MESH:D000077273
MIR655,724025,"Thyroid Cancer, Papillary",MESH:D000077273
MIR656,724026,"Thyroid Cancer, Papillary",MESH:D000077273
MIR660,724030,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR660,724030,Heart Failure,MESH:D006333
MIR664B,100847052,Heart Failure,MESH:D006333
MIR665,100126315,Cocaine-Related Disorders,MESH:D019970
MIR666,751521,Myocardial Reperfusion Injury,MESH:D015428
MIR671,768213,"Liver Neoplasms, Experimental",MESH:D008114
MIR672,751535,Myocardial Reperfusion Injury,MESH:D015428
MIR674,732489,"Hearing Loss, Noise-Induced",MESH:D006317
MIR6741,102466270,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR6741,102466270,"Diabetes Mellitus, Type 2",MESH:D003924
MIR6769B,102466202,Heart Failure,MESH:D006333
MIR6785,102466911,Heart Failure,MESH:D006333
MIR6794,102466196,Heart Failure,MESH:D006333
MIR6803,102466739,"Diabetes Mellitus, Type 2",MESH:D003924
MIR6815,102465489,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR6852,102465513,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR6869,102465524,Heart Failure,MESH:D006333
MIR687,751541,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR6881,102465530,Hepatitis B,MESH:D006509
MIR6893,102466271,Heart Failure,MESH:D006333
MIR690,751543,Adenoma,MESH:D000236
MIR697,735277,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR702,735283,Pulmonary Fibrosis,MESH:D011658
MIR704,735289,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR704,735289,Cholestasis,MESH:D002779
MIR706,735290,Fatty Liver,MESH:D005234
MIR708,100126333,Alzheimer Disease,MESH:D000544
MIR708,100126333,"Liver Neoplasms, Experimental",MESH:D008114
MIR708,100126333,Neoplasm Invasiveness,MESH:D009361
MIR741,100049545,Myocardial Reperfusion Injury,MESH:D015428
MIR743A,100314117,Myocardial Reperfusion Injury,MESH:D015428
MIR743B,100124496,Cholestasis,MESH:D002779
MIR743B,100124496,Myocardial Reperfusion Injury,MESH:D015428
MIR744,100126313,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR744,100126313,"Diabetes Mellitus, Type 2",MESH:D003924
MIR744,100126313,Myocardial Reperfusion Injury,MESH:D015428
MIR758,768212,Myocardial Reperfusion Injury,MESH:D015428
MIR758,768212,"Neoplasms, Experimental",MESH:D009374
MIR758,768212,"Thyroid Cancer, Papillary",MESH:D000077273
MIR760,100126348,"Liver Neoplasms, Experimental",MESH:D008114
MIR761,100313892,Myocardial Infarction,MESH:D009203
MIR761,100313892,"Ventricular Dysfunction, Left",MESH:D018487
MIR764,100313838,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR764,100313838,Liver Cirrhosis,MESH:D008103
MIR766,768218,Alzheimer Disease,MESH:D000544
MIR766,768218,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR766,768218,Heart Failure,MESH:D006333
MIR7688,102465791,Neuralgia,MESH:D009437
MIR769,768217,"Carcinoma, Hepatocellular",MESH:D006528
MIR770,768222,"Neoplasms, Experimental",MESH:D009374
MIR770,768222,"Thyroid Cancer, Papillary",MESH:D000077273
MIR7704,102465802,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR7704,102465802,"Diabetes Mellitus, Type 2",MESH:D003924
MIR7977,102465858,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR802,768219,Down Syndrome,MESH:D004314
MIR8061,102466251,"Diabetes Mellitus, Type 2",MESH:D003924
MIR8485,103504737,Heart Failure,MESH:D006333
MIR872,100124456,Cholestasis,MESH:D002779
MIR872,100124456,"Liver Neoplasms, Experimental",MESH:D008114
MIR872,100124456,Precancerous Conditions,MESH:D011230
MIR873,100126316,"Carcinoma, Pancreatic Ductal",MESH:D021441
MIR873,100126316,Triple Negative Breast Neoplasms,MESH:D064726
MIR874,100126343,Neoplasm Invasiveness,MESH:D009361
MIR875,100126309,Cholestasis,MESH:D002779
MIR877,100126314,"Cell Transformation, Neoplastic",MESH:D002471
MIR877,100126314,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR879,100124492,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR885,100126334,"Carcinoma, Hepatocellular",MESH:D006528
MIR885,100126334,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR885,100126334,"Diabetes Mellitus, Type 2",MESH:D003924
MIR885,100126334,Disease Progression,MESH:D018450
MIR885,100126334,Hepatitis B,MESH:D006509
MIR885,100126334,"Hepatitis B, Chronic",MESH:D019694
MIR885,100126334,Liver Cirrhosis,MESH:D008103
MIR885,100126334,"Liver Cirrhosis, Alcoholic",MESH:D008104
MIR885,100126334,Neoplasm Metastasis,MESH:D009362
MIR889,100126345,"Thyroid Cancer, Papillary",MESH:D000077273
MIR9-1,407046,"Diabetes, Gestational",MESH:D016640
MIR9-1,407046,Neurobehavioral Manifestations,MESH:D019954
MIR92A1,407048,Multiple Myeloma,MESH:D009101
MIR92B,693235,"Cell Transformation, Neoplastic",MESH:D002471
MIR92B,693235,"Diabetes Mellitus, Type 2",MESH:D003924
MIR92B,693235,"Liver Neoplasms, Experimental",MESH:D008114
MIR92B,693235,Precancerous Conditions,MESH:D011230
MIR93,407050,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR93,407050,Colorectal Neoplasms,MESH:D015179
MIR93,407050,Heart Failure,MESH:D006333
MIR93,407050,"Liver Cirrhosis, Alcoholic",MESH:D008104
MIR93,407050,Osteosarcoma,MESH:D012516
MIR93,407050,Urinary Bladder Neoplasms,MESH:D001749
MIR938,100126327,Carcinoid Tumor,MESH:D002276
MIR938,100126327,Lung Neoplasms,MESH:D008175
MIR939,100126351,"Diabetes Mellitus, Type 2",MESH:D003924
MIR940,100126328,Neoplasm Invasiveness,MESH:D009361
MIR942,100126331,Heart Failure,MESH:D006333
MIR942,100126331,Liver Cirrhosis,MESH:D008103
MIR96,407053,"DEAFNESS, AUTOSOMAL DOMINANT 50",OMIM:613074
MIR96,407053,Eye Injuries,MESH:D005131
MIR96,407053,Hearing Loss,MESH:D034381
MIR96,407053,Heart Failure,MESH:D006333
MIR96,407053,Neoplasm Metastasis,MESH:D009362
MIR96,407053,Retinal Diseases,MESH:D012164
MIR98,407054,"Carcinoma, Ovarian Epithelial",MESH:D000077216
MIR98,407054,Colonic Neoplasms,MESH:D003110
MIR98,407054,"Diabetes Mellitus, Type 2",MESH:D003924
MIR98,407054,Esophageal Neoplasms,MESH:D004938
MIR98,407054,Heart Failure,MESH:D006333
MIR98,407054,"Liver Neoplasms, Experimental",MESH:D008114
MIR98,407054,Lung Neoplasms,MESH:D008175
MIR98,407054,Precancerous Conditions,MESH:D011230
MIR99A,407055,Acute Kidney Injury,MESH:D058186
MIR99A,407055,"Carcinoma, Transitional Cell",MESH:D002295
MIR99A,407055,Chemical and Drug Induced Liver Injury,MESH:D056486
MIR99A,407055,Cholestasis,MESH:D002779
MIR99A,407055,Disease Progression,MESH:D018450
MIR99A,407055,Down Syndrome,MESH:D004314
MIR99A,407055,Hepatitis B,MESH:D006509
MIR99A,407055,Neoplasm Metastasis,MESH:D009362
MIR99A,407055,Respiratory Distress Syndrome,MESH:D012128
MIR99A,407055,Urinary Bladder Neoplasms,MESH:D001749
MIR99B,407056,Acute Lung Injury,MESH:D055371
MIR99B,407056,"Cell Transformation, Neoplastic",MESH:D002471
MIR99B,407056,"Hearing Loss, Noise-Induced",MESH:D006317
MIR99B,407056,Heart Failure,MESH:D006333
MIR99B,407056,"Liver Neoplasms, Experimental",MESH:D008114
MIR99B,407056,Neoplasm Metastasis,MESH:D009362
MIR99B,407056,Precancerous Conditions,MESH:D011230
MIRLET7B,406884,Chemical and Drug Induced Liver Injury,MESH:D056486
MIRLET7B,406884,Cholestasis,MESH:D002779
MIRLET7B,406884,"Liver Neoplasms, Experimental",MESH:D008114
MIRLET7B,406884,Precancerous Conditions,MESH:D011230
MIRLET7B,406884,Respiratory Distress Syndrome,MESH:D012128
MIRLET7BHG,400931,Lung Neoplasms,MESH:D008175
MIRLET7C,406885,"Cell Transformation, Neoplastic",MESH:D002471
MIRLET7C,406885,Chemical and Drug Induced Liver Injury,MESH:D056486
MIRLET7C,406885,Down Syndrome,MESH:D004314
MIRLET7C,406885,Hepatitis B,MESH:D006509
MIRLET7D,406886,Chemical and Drug Induced Liver Injury,MESH:D056486
MIRLET7D,406886,"Diabetes Mellitus, Type 2",MESH:D003924
MIRLET7D,406886,"Liver Neoplasms, Experimental",MESH:D008114
MIRLET7D,406886,Precancerous Conditions,MESH:D011230
MIRLET7D,406886,Respiratory Distress Syndrome,MESH:D012128
MIRLET7E,406887,"Liver Neoplasms, Experimental",MESH:D008114
MIRLET7F-2,387253,Fibrosis,MESH:D005355
MIRLET7F-2,387253,Heart Injuries,MESH:D006335
MIRLET7G,406890,Chemical and Drug Induced Liver Injury,MESH:D056486
MIRLET7G,406890,Heart Failure,MESH:D006333
MIRLET7I,406891,Acute Kidney Injury,MESH:D058186
MIRLET7I,406891,Chemical and Drug Induced Liver Injury,MESH:D056486
MIRLET7I,406891,Cholestasis,MESH:D002779
MIRLET7I,406891,Heart Failure,MESH:D006333
MIRLET7I,406891,"Liver Neoplasms, Experimental",MESH:D008114
MIRLET7I,406891,Myocardial Reperfusion Injury,MESH:D015428
MIS12,79003,"Liver Cirrhosis, Experimental",MESH:D008106
MITF,4286,"Albinism, Oculocutaneous",MESH:D016115
MITF,4286,"Carcinoma, Renal Cell",MESH:D002292
MITF,4286,"Cell Transformation, Neoplastic",MESH:D002471
MITF,4286,"COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS",OMIM:617306
MITF,4286,Deafness,MESH:D003638
MITF,4286,Melanoma,MESH:D008545
MITF,4286,"Melanoma, Cutaneous Malignant",MESH:D000096142
MITF,4286,Pigmentation Disorders,MESH:D010859
MITF,4286,Tietz syndrome,MESH:C536919
MITF,4286,Waardenburg syndrome type 2,MESH:C536463
MITF,4286,Waardenburg syndrome type 2A,MESH:C536464
MKI67,4288,Adenocarcinoma,MESH:D000230
MKI67,4288,"Adenoma, Liver Cell",MESH:D018248
MKI67,4288,Breast Neoplasms,MESH:D001943
MKI67,4288,"Carcinoma, Hepatocellular",MESH:D006528
MKI67,4288,"Chondrosarcoma, Mesenchymal",MESH:D018211
MKI67,4288,Colonic Neoplasms,MESH:D003110
MKI67,4288,Colorectal Neoplasms,MESH:D015179
MKI67,4288,Copper-Overload Cirrhosis,MESH:C566858
MKI67,4288,Disease Progression,MESH:D018450
MKI67,4288,"Hepatitis, Chronic",MESH:D006521
MKI67,4288,Liver Cirrhosis,MESH:D008103
MKI67,4288,"Liver Cirrhosis, Experimental",MESH:D008106
MKI67,4288,Ovarian Neoplasms,MESH:D010051
MKI67,4288,Peripheral Nervous System Diseases,MESH:D010523
MKI67,4288,Psoriasis,MESH:D011565
MKI67IP,476111,Adenocarcinoma of Lung,MESH:D000077192
MKI67IP,476111,"Disease Models, Animal",MESH:D004195
MKKS,8195,Bardet-Biedl Syndrome 6,MESH:C565738
MKKS,8195,McKusick Kaufman syndrome,MESH:C538159
MKKS,8195,Retinitis pigmentosa 1,MESH:C538365
MKLN1,4289,Lung Injury,MESH:D055370
MKLN1,4289,Pulmonary Fibrosis,MESH:D011658
MKNK1,8569,Substance-Related Disorders,MESH:D019966
MKRN3,7681,Prader-Willi Syndrome,MESH:D011218
MKRN3,7681,"Puberty, Precocious",MESH:D011629
MKRN3-AS1,10108,Prader-Willi Syndrome,MESH:D011218
MKS1,54903,Bardet-Biedl Syndrome,MESH:D020788
MKS1,54903,Bardet-Biedl Syndrome 13,MESH:C567140
MKS1,54903,Desbuquois syndrome,MESH:C535943
MKS1,54903,Meckel syndrome type 1,MESH:C536133
MKS1,54903,Retinitis pigmentosa 1,MESH:C538365
MKS-6,187121,Infertility,MESH:D007246
MLANA,2315,"Dermatitis, Contact",MESH:D003877
MLANA,2315,Melanoma,MESH:D008545
MLANA,2315,"Mesothelioma, Malignant",MESH:D000086002
MLANA,2315,Peritoneal Neoplasms,MESH:D010534
MLC1,23209,"Carcinoma, Adenoid Cystic",MESH:D003528
MLC1,23209,Hepatomegaly,MESH:D006529
MLC1,23209,Megalencephalic leukoencephalopathy with subcortical cysts,MESH:C536141
MLC1,23209,Salivary Gland Neoplasms,MESH:D012468
MLF1,4291,Stomach Neoplasms,MESH:D013274
MLH1,4292,Colonic Neoplasms,MESH:D003110
MLH1,4292,Colorectal Neoplasms,MESH:D015179
MLH1,4292,"Colorectal Neoplasms, Hereditary Nonpolyposis",MESH:D003123
MLH1,4292,Lymphoma,MESH:D008223
MLH1,4292,Lynch Syndrome II,MESH:D055847
MLH1,4292,Muir-Torre Syndrome,MESH:D055653
MLH1,4292,Neoplasm Metastasis,MESH:D009362
MLH1,4292,Ovarian Neoplasms,MESH:D010051
MLH1,4292,Prostatic Neoplasms,MESH:D011471
MLH1,4292,Turcot syndrome,MESH:C536928
MLH3,27030,"Colorectal Cancer, Hereditary Nonpolyposis, Type 7",MESH:C565777
MLH3,27030,Colorectal Neoplasms,MESH:D015179
MLH3,27030,"Colorectal Neoplasms, Hereditary Nonpolyposis",MESH:D003123
MLH3,27030,Endometrial Neoplasms,MESH:D016889
MLH3,27030,Esophageal Neoplasms,MESH:D004938
MLLT1,4298,Wilms Tumor,MESH:D009396
MLLT10,8028,"Carcinoma, Renal Cell",MESH:D002292
MLLT10,8028,"Leukemia, Myeloid, Acute",MESH:D015470
MLLT10,8028,Melanoma,MESH:D008545
MLLT10,8028,Meningioma,MESH:D008579
MLLT11,10962,Burkitt Lymphoma,MESH:D002051
MLN,4295,Drug Hypersensitivity,MESH:D004342
MLP60A,37853,Parkinson Disease,MESH:D010300
MLPH,79083,Griscelli syndrome type 3,MESH:C537303
MLXIPL,51085,"Carcinoma, Hepatocellular",MESH:D006528
MLXIPL,51085,"Kidney Failure, Chronic",MESH:D007676
MLXIPL,51085,Williams Syndrome,MESH:D018980
MLYCD,23417,Malonic aciduria,MESH:C535702
MMAA,166785,Methylmalonic aciduria cblA type,MESH:C537360
MMAB,326625,Methylmalonic aciduria cblB type,MESH:C537361
MMACHC,25974,Methylmalonic acidemia with homocystinuria,MESH:C537359
MMACHC,25974,Retinitis pigmentosa 1,MESH:C538365
MMADHC,27249,"Methylmalonic Aciduria and Homocystinuria, CblD Type",MESH:C564743
MME,4311,Breast Neoplasms,MESH:D001943
MME,4311,Charcot-Marie-Tooth Disease,MESH:D002607
MME,4311,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T",OMIM:617017
MME,4311,Cryopyrin-Associated Periodic Syndromes,MESH:D056587
MME,4311,Diabetic Neuropathies,MESH:D003929
MME,4311,"Liver Cirrhosis, Experimental",MESH:D008106
MME,4311,Lung Injury,MESH:D055370
MME,4311,Prostatic Neoplasms,MESH:D011471
MME,4311,Renal Insufficiency,MESH:D051437
MME,4311,Spinocerebellar Ataxias,MESH:D020754
MMEL1,79258,"Arthritis, Rheumatoid",MESH:D001172
MMEL1,79258,"Liver Cirrhosis, Biliary",MESH:D008105
MMP1,4312,Aneurysm,MESH:D000783
MMP1,4312,Asthma,MESH:D001249
MMP1,4312,Atherosclerosis,MESH:D050197
MMP1,4312,Breast Neoplasms,MESH:D001943
MMP1,4312,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
MMP1,4312,Colorectal Neoplasms,MESH:D015179
MMP1,4312,"Liver Cirrhosis, Experimental",MESH:D008106
MMP1,4312,Lung Neoplasms,MESH:D008175
MMP1,4312,Neoplasm Invasiveness,MESH:D009361
MMP1,4312,Neoplasm Metastasis,MESH:D009362
MMP1,4312,Non-alcoholic Fatty Liver Disease,MESH:D065626
MMP1,4312,Ocular Hypertension,MESH:D009798
MMP1,4312,Oral Submucous Fibrosis,MESH:D009914
MMP10,4319,"Arthritis, Rheumatoid",MESH:D001172
MMP10,4319,Asthma,MESH:D001249
MMP10,4319,"Dermatitis, Contact",MESH:D003877
MMP10,4319,Lung Neoplasms,MESH:D008175
MMP10,4319,Neoplasm Metastasis,MESH:D009362
MMP10,4319,Stomach Neoplasms,MESH:D013274
MMP11,4320,"Abortion, Spontaneous",MESH:D000022
MMP11,4320,"Carcinoma, Basal Cell",MESH:D002280
MMP11,4320,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
MMP12,4321,"Abortion, Spontaneous",MESH:D000022
MMP12,4321,"Arthritis, Rheumatoid",MESH:D001172
MMP12,4321,Celiac Disease,MESH:D002446
MMP12,4321,Colonic Neoplasms,MESH:D003110
MMP12,4321,Pulmonary Emphysema,MESH:D011656
MMP12,4321,Stroke,MESH:D020521
MMP12,4321,Weight Gain,MESH:D015430
MMP13,4322,Craniofacial Abnormalities,MESH:D019465
MMP13,4322,Desbuquois syndrome,MESH:C535943
MMP13,4322,"Liver Cirrhosis, Experimental",MESH:D008106
MMP13,4322,Metaphyseal chondrodysplasia Spahr type,MESH:C537353
MMP13,4322,Prostatic Neoplasms,MESH:D011471
MMP13,4322,"Spondyloepimetaphyseal Dysplasia, Missouri Type",MESH:C566574
MMP14,4323,Adenocarcinoma,MESH:D000230
MMP14,4323,"Aortic Aneurysm, Abdominal",MESH:D017544
MMP14,4323,Breast Neoplasms,MESH:D001943
MMP14,4323,"Carcinoma, Hepatocellular",MESH:D006528
MMP14,4323,"Cell Transformation, Neoplastic",MESH:D002471
MMP14,4323,Desbuquois syndrome,MESH:C535943
MMP14,4323,Esophageal Neoplasms,MESH:D004938
MMP14,4323,Liver Neoplasms,MESH:D008113
MMP14,4323,Neoplasm Invasiveness,MESH:D009361
MMP14,4323,"Prostate cancer, familial",MESH:C537243
MMP14,4323,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
MMP14,4323,Winchester syndrome,MESH:C536709
MMP15,4324,"Abortion, Spontaneous",MESH:D000022
MMP15,4324,"Liver Cirrhosis, Experimental",MESH:D008106
MMP19,4327,"Abortion, Spontaneous",MESH:D000022
MMP19,4327,Cavitary Optic Disc Anomalies,MESH:C566924
MMP1A,83995,Breast Neoplasms,MESH:D001943
MMP1A,83995,Nephrotic Syndrome,MESH:D009404
MMP2,4313,"Aortic Aneurysm, Thoracic",MESH:D017545
MMP2,4313,Aortic Diseases,MESH:D001018
MMP2,4313,Aortic Rupture,MESH:D001019
MMP2,4313,"Arthritis, Rheumatoid",MESH:D001172
MMP2,4313,Bone Diseases,MESH:D001847
MMP2,4313,"Bone Diseases, Metabolic",MESH:D001851
MMP2,4313,Bone Neoplasms,MESH:D001859
MMP2,4313,Breast Neoplasms,MESH:D001943
MMP2,4313,Calcinosis,MESH:D002114
MMP2,4313,"Carcinoma, Hepatocellular",MESH:D006528
MMP2,4313,Cerebral Hemorrhage,MESH:D002543
MMP2,4313,Cerebral Infarction,MESH:D002544
MMP2,4313,Chemical and Drug Induced Liver Injury,MESH:D056486
MMP2,4313,"Cholestasis, Extrahepatic",MESH:D001651
MMP2,4313,Colorectal Neoplasms,MESH:D015179
MMP2,4313,Craniofacial Abnormalities,MESH:D019465
MMP2,4313,Desbuquois syndrome,MESH:C535943
MMP2,4313,"Diabetes Mellitus, Experimental",MESH:D003921
MMP2,4313,Diabetic Neuropathies,MESH:D003929
MMP2,4313,Disease Progression,MESH:D018450
MMP2,4313,Fetal Growth Retardation,MESH:D005317
MMP2,4313,Glioblastoma,MESH:D005909
MMP2,4313,Hypertension,MESH:D006973
MMP2,4313,Inflammation,MESH:D007249
MMP2,4313,"Leishmaniasis, Cutaneous",MESH:D016773
MMP2,4313,Liver Cirrhosis,MESH:D008103
MMP2,4313,"Liver Cirrhosis, Alcoholic",MESH:D008104
MMP2,4313,"Liver Cirrhosis, Experimental",MESH:D008106
MMP2,4313,"Liver Neoplasms, Experimental",MESH:D008114
MMP2,4313,Lupus Nephritis,MESH:D008181
MMP2,4313,"Mammary Neoplasms, Experimental",MESH:D008325
MMP2,4313,Mandibular Diseases,MESH:D008336
MMP2,4313,Marfan Syndrome,MESH:D008382
MMP2,4313,Maxillary Diseases,MESH:D008439
MMP2,4313,Myocardial Infarction,MESH:D009203
MMP2,4313,Nasopharyngeal Carcinoma,MESH:D000077274
MMP2,4313,Nasopharyngeal Neoplasms,MESH:D009303
MMP2,4313,Neointima,MESH:D058426
MMP2,4313,Neoplasm Invasiveness,MESH:D009361
MMP2,4313,Neoplasm Metastasis,MESH:D009362
MMP2,4313,Nose Neoplasms,MESH:D009669
MMP2,4313,Oral Submucous Fibrosis,MESH:D009914
MMP2,4313,Osteolysis hereditary multicentric,MESH:C536051
MMP2,4313,Osteonecrosis,MESH:D010020
MMP2,4313,Osteosarcoma,MESH:D012516
MMP2,4313,Pancreatic Neoplasms,MESH:D010190
MMP2,4313,Pulmonary Emphysema,MESH:D011656
MMP2,4313,Pulmonary Fibrosis,MESH:D011658
MMP2,4313,Testicular Germ Cell Tumor,MESH:C563236
MMP2,4313,Urinary Bladder Neoplasms,MESH:D001749
MMP2,4313,Weight Gain,MESH:D015430
MMP20,9313,"Amelogenesis Imperfecta, Hypomaturation Type, Iia2",MESH:C567279
MMP21,118856,Heterotaxy Syndrome,MESH:D059446
MMP21,118856,"HETEROTAXY, VISCERAL, 7, AUTOSOMAL",OMIM:616749
MMP21,118856,"Histiocytoma, Benign Fibrous",MESH:D018219
MMP21,118856,Skin Diseases,MESH:D012871
MMP21,118856,Tetralogy of Fallot,MESH:D013771
